,Unnamed: 0,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,naver_map_url
173,174,신촌흑돼지강정,일반음식점,한식,제주특별자치도 서귀포시 서귀동 274-2번지 ,https://pcmap.place.naver.com/restaurant/1304452977/review/visitor#
174,175,돌샘호프,일반음식점,일식,제주특별자치도 서귀포시 서귀동 485-14번지 ,https://pcmap.place.naver.com/restaurant/1264539120/review/visitor#
175,176,제리스펍,일반음식점,경양식,제주특별자치도 서귀포시 서귀동 716-5번지 ,https://pcmap.place.naver.com/restaurant/205326161/review/visitor#
176,177,땡큐소주방,일반음식점,한식,제주특별자치도 서귀포시 서귀동 306-4번지 ,https://pcmap.place.naver.com/restaurant/1472617822/review/visitor#
177,178,글라글라하와이,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 하모리 770-2번지 ,https://pcmap.place.naver.com/restaurant/38712171/review/visitor#
178,179,율.13,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 창천리 815-7번지 ,https://pcmap.place.naver.com/restaurant/1896217221/review/visitor#
179,180,나무아래쉼팡,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성리 1211-2번지 ,https://pcmap.place.naver.com/restaurant/38692517/review/visitor#
180,181,카페만감교차,일반음식점,기타,제주특별자치도 서귀포시 성산읍 온평리 1111-2 ,https://pcmap.place.naver.com/restaurant/1173716144/review/visitor#
181,182,봉자매,일반음식점,한식,제주특별자치도 서귀포시 법환동 259 ,https://pcmap.place.naver.com/restaurant/37003434/review/visitor#
182,183,달펍,일반음식점,까페,제주특별자치도 서귀포시 서귀동 417-10 ,https://pcmap.place.naver.com/restaurant/1924002333/review/visitor#
183,184,굼부리식당,일반음식점,한식,제주특별자치도 서귀포시 표선면 성읍리 530-10번지 1층 ,https://pcmap.place.naver.com/restaurant/11710934/review/visitor#
184,185,랜딩라운지(Landing Lounge),일반음식점,경양식,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 지하1층 ",https://pcmap.place.naver.com/restaurant/1551251329/review/visitor#
185,186,디 아일렛 라운지(The Islet Lounge),일반음식점,뷔페식,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 1층 ",https://pcmap.place.naver.com/restaurant/1757021361/review/visitor#
186,187,풀사이드 카페(Poolside Cafe),일반음식점,한식,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 1층 ",https://pcmap.place.naver.com/restaurant/1118777999/review/visitor#
187,188,랜딩 다이닝(Landing Dining),일반음식점,뷔페식,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 지하1,2층 ",https://pcmap.place.naver.com/restaurant/1510480425/review/visitor#
188,189,남문숯불바베큐중문점,일반음식점,호프/통닭,제주특별자치도 서귀포시 하예동 285-1번지 ,https://pcmap.place.naver.com/restaurant/1185639781/review/visitor#
189,190,중문정든해장국집,일반음식점,한식,제주특별자치도 서귀포시 중문동 1355-6번지 ,https://pcmap.place.naver.com/restaurant/36518240/review/visitor#
190,191,26번가,일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 295-7번지 ,https://pcmap.place.naver.com/restaurant/1973388070/review/visitor#
191,192,아일랜드스토리,일반음식점,경양식,제주특별자치도 서귀포시 색달동 2822-2번지 외2필지 ,https://pcmap.place.naver.com/restaurant/1045985473/review/visitor#
192,193,한라산저팔계,일반음식점,한식,제주특별자치도 서귀포시 서귀동 296-7번지 ,https://pcmap.place.naver.com/restaurant/34510569/review/visitor#
193,194,먹깨비촌,일반음식점,한식,제주특별자치도 서귀포시 법환동 740-5번지 ,https://pcmap.place.naver.com/restaurant/1796221751/review/visitor#
194,195,벨에포크,일반음식점,한식,제주특별자치도 서귀포시 성산읍 삼달리 728-4번지 ,https://pcmap.place.naver.com/restaurant/387243080/review/visitor#
195,196,중문국수나라,일반음식점,한식,"제주특별자치도 서귀포시 중문동 1615번지 , 1층 ",https://pcmap.place.naver.com/restaurant/61225374/review/visitor#
196,197,춘천손가닭갈비,일반음식점,한식,제주특별자치도 서귀포시 동홍동 640-4번지 ,https://pcmap.place.naver.com/restaurant/11630348/review/visitor#
197,198,24시뼈다귀탕동홍점,일반음식점,한식,제주특별자치도 서귀포시 동홍동 107-6번지 ,https://pcmap.place.naver.com/restaurant/1274041067/review/visitor#
198,199,순덕이네해산물장터,일반음식점,한식,제주특별자치도 서귀포시 성산읍 온평리 1664번지 ,https://pcmap.place.naver.com/restaurant/11876693/review/visitor#
199,200,교래흑돼지표선점,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 표선면 표선리 2041-4 ,https://pcmap.place.naver.com/restaurant/1166323794/review/visitor#
200,201,국수몽,일반음식점,한식,제주특별자치도 서귀포시 중문동 2007-4번지 ,https://pcmap.place.naver.com/restaurant/37454098/review/visitor#
201,202,매직스푼,일반음식점,기타,제주특별자치도 서귀포시 동홍동 107-6번지 ,https://pcmap.place.naver.com/restaurant/37419552/review/visitor#
202,203,중문수원음식점,일반음식점,한식,제주특별자치도 서귀포시 색달동 2502-1번지 ,https://pcmap.place.naver.com/restaurant/13444878/review/visitor#
203,204,서작가초밥집,일반음식점,한식,제주특별자치도 서귀포시 서귀동 573-1번지 ,https://pcmap.place.naver.com/restaurant/299964938/review/visitor#
204,205,규영이네,일반음식점,한식,제주특별자치도 서귀포시 남원읍 의귀리 801번지 ,https://pcmap.place.naver.com/restaurant/19803547/review/visitor#
205,206,꺼멍도새기,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 신산리 1181 1층 101,1호",https://pcmap.place.naver.com/restaurant/13487619/review/visitor#
206,207,엉클통김밥법환점,일반음식점,분식,제주특별자치도 서귀포시 강정동 231-2번지 ,https://pcmap.place.naver.com/restaurant/38499611/review/visitor#
207,208,오늘은왠지,일반음식점,기타,제주특별자치도 서귀포시 동홍동 114-11 ,https://pcmap.place.naver.com/restaurant/1229394065/review/visitor#
208,209,만사성,일반음식점,기타,제주특별자치도 서귀포시 서귀동 89-1번지 ,https://pcmap.place.naver.com/restaurant/1731643039/review/visitor#
209,210,통큰갈비중문점,일반음식점,한식,,https://pcmap.place.naver.com/restaurant/1800146156/review/visitor#
210,211,잔디포차,일반음식점,분식,제주특별자치도 서귀포시 대정읍 하모리 860-1번지 ,https://pcmap.place.naver.com/restaurant/16937426/review/visitor#
211,212,제남가든,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 2336-6번지 ,https://pcmap.place.naver.com/restaurant/16942415/review/visitor#
212,213,대독장신서귀포점,일반음식점,기타,제주특별자치도 서귀포시 강정동 166-10번지 ,https://pcmap.place.naver.com/restaurant/1644522459/review/visitor#
213,214,파파엔도터,일반음식점,기타,제주특별자치도 서귀포시 서귀동 122번지 ,https://pcmap.place.naver.com/restaurant/1634465616/review/visitor#
214,215,장가네해장국,일반음식점,한식,제주특별자치도 서귀포시 중문동 2128-1번지 ,https://pcmap.place.naver.com/restaurant/38258469/review/visitor#
215,216,센트로,일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 172-4번지 ,https://pcmap.place.naver.com/restaurant/1371181339/review/visitor#
216,217,만덕할망맛집,일반음식점,한식,제주특별자치도 서귀포시 색달동 2431-2번지 ,https://pcmap.place.naver.com/restaurant/1430466418/review/visitor#
217,218,도우미식당,일반음식점,한식,제주특별자치도 서귀포시 남원읍 하례리 1639-1번지 ,https://pcmap.place.naver.com/restaurant/12024289/review/visitor#
218,219,불타는숯불갈비,일반음식점,한식,제주특별자치도 서귀포시 서귀동 309-1 ,https://pcmap.place.naver.com/restaurant/31992459/review/visitor#
219,220,따라비가든,일반음식점,한식,제주특별자치도 서귀포시 표선면 가시리 2047번지 ,https://pcmap.place.naver.com/restaurant/38314943/review/visitor#
220,221,그랜드메르호텔 제주,일반음식점,뷔페식,제주특별자치도 서귀포시 하예동 460-1번지 ,https://pcmap.place.naver.com/restaurant/37890415/review/visitor#
221,222,차이나마씸,일반음식점,중국식,제주특별자치도 서귀포시 보목동 718번지 ,https://pcmap.place.naver.com/restaurant/36605093/review/visitor#
222,223,푸줏간쌀롱,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 1089-30 ,https://pcmap.place.naver.com/restaurant/1818639509/review/visitor#
223,224,에뜨랑제,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 하모리 824-5번지 ,https://pcmap.place.naver.com/restaurant/16938409/review/visitor#
224,225,하영횟집,일반음식점,횟집,제주특별자치도 서귀포시 서호동 130-6번지 ,https://pcmap.place.naver.com/restaurant/13444926/review/visitor#
225,226,색달해녀의집,일반음식점,횟집,제주특별자치도 서귀포시 색달동 3348번지 공유수면매립지 ,https://pcmap.place.naver.com/restaurant/20557367/review/visitor#
226,227,마왕치킨,일반음식점,한식,제주특별자치도 서귀포시 서귀동 294-11번지 ,https://pcmap.place.naver.com/restaurant/1544285432/review/visitor#
227,228,번개불,일반음식점,한식,제주특별자치도 서귀포시 법환동 735-8번지 ,https://pcmap.place.naver.com/restaurant/1974909900/review/visitor#
228,229,이루후제,일반음식점,한식,제주특별자치도 서귀포시 남원읍 하례리 210번지 ,https://pcmap.place.naver.com/restaurant/37909515/review/visitor#
229,230,횟집바다목장,일반음식점,회집,제주특별자치도 서귀포시 하예동 452번지 ,https://pcmap.place.naver.com/restaurant/1446178162/review/visitor#
230,231,술과동창회,일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 433-8번지 ,https://pcmap.place.naver.com/restaurant/1105149520/review/visitor#
231,232,열열이얼큰이&크리스피치킨,일반음식점,한식,제주특별자치도 서귀포시 서귀동 269-6번지 ,https://pcmap.place.naver.com/restaurant/1526394820/review/visitor#
232,233,인우식당,일반음식점,한식,제주특별자치도 서귀포시 서귀동 272-1 ,https://pcmap.place.naver.com/restaurant/19874912/review/visitor#
233,234,아트빌라스커뮤니티센터,일반음식점,한식,제주특별자치도 서귀포시 색달동 301번지 ,https://pcmap.place.naver.com/restaurant/30820729/review/visitor#
234,235,제주해조네보말성게전문점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 창천리 876-4 ,https://pcmap.place.naver.com/restaurant/265144987/review/visitor#
235,236,동원정식당,일반음식점,한식,제주특별자치도 서귀포시 서귀동 321-15번지 ,https://pcmap.place.naver.com/restaurant/16975106/review/visitor#
236,237,바당어죽,일반음식점,한식,제주특별자치도 서귀포시 서귀동 268-19번지 ,https://pcmap.place.naver.com/restaurant/17045703/review/visitor#
237,238,토끼트멍,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 2032-11번지 ,https://pcmap.place.naver.com/restaurant/547239954/review/visitor#
238,239,제주약수터올레시장점,일반음식점,기타,제주특별자치도 서귀포시 서귀동 292-1번지 ,https://pcmap.place.naver.com/restaurant/1777244767/review/visitor#
239,240,두레반점,일반음식점,중국식,제주특별자치도 서귀포시 표선면 표선리 679-2번지 ,https://pcmap.place.naver.com/restaurant/1883069991/review/visitor#
240,241,카페가드니아,일반음식점,기타,제주특별자치도 서귀포시 표선면 표선리 1476-4번지 ,https://pcmap.place.naver.com/restaurant/381625468/review/visitor#
241,242,홍다원,일반음식점,호프/통닭,제주특별자치도 서귀포시 표선면 성읍리 547-2번지 ,https://pcmap.place.naver.com/restaurant/681650742/review/visitor#
242,243,친구야식,일반음식점,까페,제주특별자치도 서귀포시 서귀동 204-16번지 ,https://pcmap.place.naver.com/restaurant/1568248352/review/visitor#
243,244,국수의전설,일반음식점,한식,제주특별자치도 서귀포시 신효동 773 ,https://pcmap.place.naver.com/restaurant/1765587608/review/visitor#
244,245,토크쇼동문점,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 서귀동 255-26번지 ,https://pcmap.place.naver.com/restaurant/553486548/review/visitor#
245,246,삼다숯불갈비,일반음식점,한식,제주특별자치도 서귀포시 서귀동 202-25번지 ,https://pcmap.place.naver.com/restaurant/16966634/review/visitor#
246,247,솔동산고기국수,일반음식점,한식,제주특별자치도 서귀포시 서귀동 724-5번지 ,https://pcmap.place.naver.com/restaurant/34714074/review/visitor#
247,248,온평꽃돈숯불구이,일반음식점,기타,제주특별자치도 서귀포시 성산읍 온평리 1191 ,https://pcmap.place.naver.com/restaurant/1070040446/review/visitor#
248,249,쇠소깍복순이네식당,일반음식점,한식,제주특별자치도 서귀포시 하효동 999-9번지 ,https://pcmap.place.naver.com/restaurant/520160543/review/visitor#
249,250,랍씨네,일반음식점,기타,제주특별자치도 서귀포시 성산읍 고성리 559-17번지 ,https://pcmap.place.naver.com/restaurant/38422758/review/visitor#
250,251,바다여행횟집,일반음식점,회집,제주특별자치도 서귀포시 표선면 표선리 40-44번지 ,https://pcmap.place.naver.com/restaurant/35103320/review/visitor#
251,252,해송초밥,일반음식점,일식,제주특별자치도 서귀포시 법환동 740-5번지 1층 ,https://pcmap.place.naver.com/restaurant/750190900/review/visitor#
